State,Year,Month,Count,price,Megawatthours
AL,2013,7,8886,-0.16999999999999993,411700
AL,2013,8,619,0.05000000000000071,189760
AL,2013,9,3004,0.029999999999999364,-653857
AL,2013,10,1095,-0.7200000000000006,-812943
AL,2013,11,-1091,-0.4499999999999993,-239403
AL,2013,12,3216,0.2599999999999998,677170
AL,2014,1,-9788,0.5400000000000009,1142247
AL,2014,2,1634,-0.030000000000001137,-1241298
AL,2014,3,2026,-0.15000000000000036,-248279
AL,2014,4,-718,-0.20999999999999908,-685499
AL,2014,5,901,0.3100000000000005,652059
AL,2014,6,6819,0.6199999999999992,867006
AL,2014,7,9163,0.0600000000000005,534731
AL,2014,8,3722,-0.009999999999999787,172792
AL,2014,9,-620,-0.3100000000000005,-527038
AL,2014,10,2050,-0.6699999999999999,-1120282
AL,2014,11,-303,0.1899999999999995,-208518
AL,2014,12,4402,-0.20999999999999908,566787
AL,2015,1,-9933,0.11999999999999922,683707
AL,2015,2,-4872,0.4000000000000004,-575117
AL,2015,3,10323,-0.25,-424025
AL,2015,4,267,-0.040000000000000924,-651938
AL,2015,5,1058,0.4000000000000004,651049
AL,2015,6,2722,0.41000000000000014,1072246
AL,2015,7,3869,0.08000000000000007,821128
AL,2015,8,634,-0.09999999999999963,-153694
AL,2015,9,1546,-0.040000000000000924,-1087738
AL,2015,10,226,-0.8099999999999987,-956189
AL,2015,11,-175,-0.2599999999999998,-430830
AL,2015,12,3403,-0.010000000000001565,372599
AL,2016,1,-970,0.2400000000000002,1041327
AL,2016,2,4887,0.07000000000000027,-720442
AL,2016,3,2614,0.08999999999999986,-531170
AL,2016,4,892,0.16000000000000014,-242566
AL,2016,5,3387,0.0600000000000005,710113
AL,2016,6,3547,0.5199999999999996,1109445
AL,2016,7,-3455,0.1999999999999993,809702
AL,2016,8,8934,-0.05999999999999873,41960
AL,2016,9,-999,-0.01999999999999957,-762842
AL,2016,10,696,-0.15000000000000036,-1231811
AL,2016,11,-244,-0.4199999999999999,-555838
AL,2016,12,3436,0.33999999999999986,726734
AL,2017,1,18999,-0.16999999999999993,160033
AL,2017,2,-2439,0.2599999999999998,-1057020
AL,2017,3,9357,-0.08999999999999986,467914
AL,2017,4,-8177,-0.14000000000000054,-116912
AL,2017,5,11032,0.17999999999999972,477846
AL,2017,6,3698,0.3800000000000008,578273
AL,2017,7,3787,0.10999999999999943,1012242
AL,2017,8,2972,-0.009999999999999787,-12554
AL,2017,9,-12005,0.08000000000000007,-1173082
AL,2017,10,11675,-0.5099999999999998,-438399
AR,2007,2,-1489,0.020000000000000462,22845
AR,2007,3,1822,0.16999999999999993,-303831
AR,2007,4,471,-0.6799999999999997,-249142
AR,2007,5,3116,0.1299999999999999,139629
AR,2007,6,6457,0.35999999999999943,563855
AR,2007,7,1578,0.6000000000000005,436227
AR,2007,8,3995,0.08999999999999986,387569
AR,2007,9,-5665,-0.17999999999999972,-211478
AR,2007,10,4196,-0.4400000000000004,-672800
AR,2007,11,-5580,0.03000000000000025,-469822
AR,2007,12,-1103,-0.1200000000000001,174095
AR,2008,1,434659,-0.1900000000000004,340342
AR,2008,2,230,0.11000000000000032,-90570
AR,2008,3,664,0.2700000000000005,-273303
AR,2008,4,1882,0.3299999999999992,-271016
AR,2008,5,1634,0.22000000000000064,102700
AR,2008,6,6219,0.8299999999999992,621345
AR,2008,7,5837,0.07000000000000027,457724
AR,2008,8,1500,-0.2999999999999989,168353
AR,2008,9,-976,-0.02000000000000135,-656839
AR,2008,10,-2019,-0.4499999999999993,-539520
AR,2008,11,-4809,-0.16000000000000014,-262939
AR,2008,12,-524,0.0,331107
AR,2009,1,-795,0.13999999999999968,187081
AR,2009,2,-3047,0.10000000000000052,-289554
AR,2009,3,5599,-0.040000000000000036,-211409
AR,2009,4,-130,-0.4400000000000004,-263674
AR,2009,5,604,0.049999999999999815,82526
AR,2009,6,7316,0.3200000000000003,591611
AR,2009,7,5116,0.3899999999999997,760595
AR,2009,8,805,-0.14999999999999947,-109810
AR,2009,9,-421,-0.4199999999999999,-436177
AR,2009,10,-3044,-0.16000000000000014,-490376
AR,2009,11,-3944,-0.08999999999999986,-243583
AR,2009,12,227,0.21,458187
AR,2010,1,-5990,0.08000000000000007,631009
AR,2010,2,-153,-0.1299999999999999,-307337
AR,2010,3,3976,-0.040000000000000036,-301528
AR,2010,4,-259,-0.1900000000000004,-346038
AR,2010,5,1002,0.10000000000000052,149480
AR,2010,6,17607,0.5899999999999999,806267
AR,2010,7,8514,-0.39000000000000057,614678
AR,2010,8,-1907,-0.029999999999999364,233377
AR,2010,9,-1608,-0.20000000000000015,-538949
AR,2010,10,-4718,-0.21,-827172
AR,2010,11,-3656,-0.20000000000000015,-408843
AR,2010,12,-6923,0.09999999999999963,438644
AR,2011,1,2224,-0.17999999999999972,469171
AR,2011,2,-1409,0.05999999999999961,-258985
AR,2011,3,3654,-0.049999999999999815,-462224
AR,2011,4,-2111,0.39000000000000057,-97226
AR,2011,5,525,0.21,51529
AR,2011,6,10953,0.5599999999999996,833084
AR,2011,7,3313,0.2700000000000005,660006
AR,2011,8,3805,0.01999999999999957,187087
AR,2011,9,-1368,-0.16000000000000014,-812563
AR,2011,10,-4533,-0.7299999999999995,-699278
AR,2011,11,-6542,-0.040000000000000036,-309390
AR,2011,12,513,-0.0600000000000005,294209
AR,2012,1,-2165,-0.01999999999999957,290489
AR,2012,2,146,0.03000000000000025,-245324
AR,2012,3,709,0.05999999999999961,-170989
AR,2012,4,1579,-0.13999999999999968,-139095
AR,2012,5,6762,0.1999999999999993,237439
AR,2012,6,5643,0.6400000000000006,609200
AR,2012,7,2766,0.20000000000000015,632888
AR,2012,8,1484,0.04999999999999893,151121
AR,2012,9,-3523,-0.10999999999999943,-655802
AR,2012,10,-1001,-0.6099999999999994,-696292
AR,2012,11,-5182,0.0,-276604
AR,2012,12,265,0.0,140161
AR,2013,1,-834,0.1299999999999999,463528
AR,2013,2,1074,0.040000000000000036,-257327
AR,2013,3,-448,0.0,-4898
AR,2013,4,1879,-0.010000000000000677,-212623
AR,2013,5,2945,0.2400000000000002,-139392
AR,2013,6,4692,0.4400000000000004,525418
AR,2013,7,7016,0.09999999999999963,651929
AR,2013,8,1932,-0.029999999999999364,57176
AR,2013,9,-652,-0.07000000000000027,-159235
AR,2013,10,-1417,-0.6200000000000001,-578054
AR,2013,11,-2638,-0.07000000000000027,-476625
AR,2013,12,320,0.040000000000000036,509396
AR,2014,1,-42439,-0.4299999999999997,377964
AR,2014,2,-423,0.16000000000000014,-147095
AR,2014,3,-2462,0.1299999999999999,-320036
AR,2014,4,845,0.16999999999999993,-444766
AR,2014,5,314,0.17999999999999972,-83848
AR,2014,6,73741,0.4300000000000006,602650
AR,2014,7,11414,0.21999999999999886,515369
AR,2014,8,1051,-0.11999999999999922,170236
AR,2014,9,762,0.01999999999999957,-63669
AR,2014,10,-1693,-0.6299999999999999,-720578
AR,2014,11,-2716,-0.05999999999999961,-262292
AR,2014,12,660,-0.10000000000000052,295755
AR,2015,1,-27830,-0.0699999999999994,285353
AR,2015,2,-4025,0.21,-227113
AR,2015,3,6047,-0.0600000000000005,116114
AR,2015,4,-3511,0.15000000000000036,-734434
AR,2015,5,1650,0.2499999999999991,72950
AR,2015,6,8356,0.4000000000000004,592130
AR,2015,7,5561,0.3000000000000007,758135
AR,2015,8,1867,0.009999999999999787,198589
AR,2015,9,-358,-0.08000000000000007,-603830
AR,2015,10,-2172,-0.75,-558981
AR,2015,11,-3334,0.0,-483515
AR,2015,12,13,-0.17999999999999972,220564
AR,2016,1,2105,-0.1900000000000004,466184
AR,2016,2,3306,0.07000000000000027,-153416
AR,2016,3,-2505,0.05999999999999961,-321724
AR,2016,4,-1133,-0.10999999999999943,-203345
AR,2016,5,4934,0.2399999999999993,70496
AR,2016,6,7867,0.6299999999999999,572351
AR,2016,7,3855,0.13000000000000078,963289
AR,2016,8,5010,0.03999999999999915,-84825
AR,2016,9,-3157,-0.05999999999999873,-392343
AR,2016,10,-1919,-0.5500000000000007,-529650
AR,2016,11,-2762,-0.21999999999999972,-416500
AR,2016,12,1031,0.08000000000000007,206503
AR,2017,1,1370,-0.1900000000000004,348646
AR,2017,2,-3621,0.03000000000000025,-498863
AR,2017,3,4939,-0.08000000000000007,-15952
AR,2017,4,-4136,0.2400000000000002,-130672
AR,2017,5,6517,0.13999999999999968,127150
AR,2017,6,7198,0.4900000000000002,559341
AR,2017,7,5581,0.1999999999999993,469447
AR,2017,8,942,-0.08000000000000007,187637
AR,2017,9,-2558,0.0,-524958
AR,2017,10,3384,-0.7199999999999998,-219306
AZ,2007,2,5459,0.07000000000000027,-782743
AZ,2007,3,5542,0.1299999999999999,109745
AZ,2007,4,-12600,0.16000000000000014,-37736
AZ,2007,5,-3809,0.9200000000000008,1245874
AZ,2007,6,2570,0.03999999999999915,825324
AZ,2007,7,2002,0.5299999999999994,1250963
AZ,2007,8,3859,-0.06999999999999851,78566
AZ,2007,9,5568,-0.1800000000000015,-521119
AZ,2007,10,7175,-0.1899999999999995,-1717339
AZ,2007,11,10038,-0.9000000000000004,-930371
AZ,2007,12,9941,-0.10999999999999943,292120
AZ,2008,1,207263,0.11999999999999922,147397
AZ,2008,2,-1660,0.12000000000000098,-384767
AZ,2008,3,2195,0.09999999999999963,-195698
AZ,2008,4,-11201,0.34999999999999964,-60209
AZ,2008,5,-4601,0.8300000000000001,741373
AZ,2008,6,25,0.45000000000000107,1287464
AZ,2008,7,-376,0.11999999999999922,1200831
AZ,2008,8,93,-0.01999999999999957,91884
AZ,2008,9,1384,-0.4900000000000002,-868362
AZ,2008,10,6550,-0.3100000000000005,-1322051
AZ,2008,11,8604,-0.8300000000000001,-1040528
AZ,2008,12,10221,0.12000000000000098,176262
AZ,2009,1,6407,0.0,23643
AZ,2009,2,3288,0.1899999999999995,-637318
AZ,2009,3,-201,0.040000000000000924,180942
AZ,2009,4,-10894,0.3299999999999983,-123783
AZ,2009,5,-6799,1.0,1472213
AZ,2009,6,-3874,0.08000000000000007,255027
AZ,2009,7,1787,0.2600000000000016,1695549
AZ,2009,8,-2898,0.009999999999999787,33815
AZ,2009,9,1243,-0.3000000000000007,-910865
AZ,2009,10,7985,-0.34999999999999964,-1590512
AZ,2009,11,8266,-0.9800000000000004,-781440
AZ,2009,12,13682,-0.10999999999999943,286591
AZ,2010,1,-4407,-0.1100000000000012,72628
AZ,2010,2,4830,0.14000000000000054,-610987
AZ,2010,3,3475,0.030000000000001137,210285
AZ,2010,4,-10442,0.1399999999999988,-52416
AZ,2010,5,-8151,1.3499999999999996,644561
AZ,2010,6,-2639,0.3000000000000007,1431071
AZ,2010,7,715,0.25,1445154
AZ,2010,8,-2638,-0.16000000000000014,-390397
AZ,2010,9,-313,-0.27999999999999936,-681787
AZ,2010,10,8745,-0.6100000000000012,-1612462
AZ,2010,11,7563,-0.8199999999999985,-815469
AZ,2010,12,11328,-0.19000000000000128,257090
AZ,2011,1,11299,-0.03999999999999915,387518
AZ,2011,2,6959,0.09999999999999963,-475422
AZ,2011,3,1565,0.03999999999999915,-148783
AZ,2011,4,-15212,0.5400000000000009,224980
AZ,2011,5,-3980,0.7300000000000004,543473
AZ,2011,6,-2071,0.4399999999999995,1287440
AZ,2011,7,28,0.2599999999999998,1264782
AZ,2011,8,1130,-0.20999999999999908,485144
AZ,2011,9,4037,-0.3300000000000001,-1394770
AZ,2011,10,5353,-0.4600000000000009,-1524853
AZ,2011,11,9981,-0.9599999999999992,-945645
AZ,2011,12,15876,-0.07000000000000027,792778
AZ,2012,1,-9991,-0.05000000000000071,-360792
AZ,2012,2,5279,0.040000000000000924,-422810
AZ,2012,3,-5167,0.08999999999999986,104091
AZ,2012,4,-12495,0.5800000000000001,295239
AZ,2012,5,-7195,0.8999999999999986,1100011
AZ,2012,6,118,0.2600000000000016,1129165
AZ,2012,7,-1254,0.1399999999999988,501779
AZ,2012,8,7969,-0.03999999999999915,475983
AZ,2012,9,4191,-0.34999999999999964,-1377480
AZ,2012,10,8408,-0.41000000000000014,-1247127
AZ,2012,11,10904,-0.8500000000000014,-890312
AZ,2012,12,11267,-0.06999999999999851,459129
AZ,2013,1,20431,0.10999999999999943,360161
AZ,2013,2,1559,0.22000000000000064,-826321
AZ,2013,3,7052,0.0,88972
AZ,2013,4,-15513,0.4599999999999991,189472
AZ,2013,5,-5539,0.7100000000000009,1110057
AZ,2013,6,-2401,0.33999999999999986,1328612
AZ,2013,7,10219,0.28999999999999915,795194
AZ,2013,8,-75,-0.1899999999999995,-249401
AZ,2013,9,2544,-0.25,-1113579
AZ,2013,10,8076,-0.5500000000000007,-1675554
AZ,2013,11,9728,-0.8899999999999988,-475731
AZ,2013,12,14741,0.14999999999999858,536038
AZ,2014,1,7517,-0.09999999999999963,-20682
AZ,2014,2,1213,0.19000000000000128,-774319
AZ,2014,3,613,-0.19000000000000128,308088
AZ,2014,4,-11028,0.5199999999999996,223795
AZ,2014,5,-7619,0.8300000000000001,1082138
AZ,2014,6,-174,0.2900000000000009,1349821
AZ,2014,7,6912,0.20999999999999908,970974
AZ,2014,8,2487,-0.22999999999999865,-508325
AZ,2014,9,1085,-0.22000000000000064,-652658
AZ,2014,10,9880,-0.6300000000000008,-1336269
AZ,2014,11,9698,-0.7999999999999989,-1031288
AZ,2014,12,10843,-0.0600000000000005,419076
AZ,2015,1,6115,0.16000000000000014,115765
AZ,2015,2,2826,0.12000000000000098,-999373
AZ,2015,3,-1502,0.04999999999999893,631622
AZ,2015,4,-12724,0.4900000000000002,-18787
AZ,2015,5,-3957,0.6799999999999997,575868
AZ,2015,6,-529,0.5700000000000003,1875318
AZ,2015,7,4357,0.11999999999999922,737675
AZ,2015,8,137,-0.20999999999999908,373421
AZ,2015,9,6861,-0.16000000000000014,-1272758
AZ,2015,10,8283,-0.7599999999999998,-1272455
AZ,2015,11,10125,-1.0700000000000005,-1125190
AZ,2015,12,11743,-0.01999999999999957,732230
AZ,2016,1,20922,0.04999999999999893,-36259
AZ,2016,2,-8607,0.16000000000000014,-718256
AZ,2016,3,-1022,0.02000000000000135,127655
AZ,2016,4,-10814,0.4599999999999991,73386
AZ,2016,5,-2918,0.9000000000000004,859416
AZ,2016,6,1104,0.28999999999999915,1963529
AZ,2016,7,5038,0.22000000000000064,896377
AZ,2016,8,142,-0.10999999999999943,-596929
AZ,2016,9,10182,-0.10000000000000142,-1433277
AZ,2016,10,4359,-0.6899999999999995,-720423
AZ,2016,11,10559,-0.879999999999999,-1095661
AZ,2016,12,11974,-0.009999999999999787,263324
AZ,2017,1,-2638,0.15999999999999834,114638
AZ,2017,2,923,0.05000000000000071,-810021
AZ,2017,3,2495,0.0,562239
AZ,2017,4,-12029,0.5600000000000005,119608
AZ,2017,5,-1472,1.0,888094
AZ,2017,6,3530,0.10999999999999943,1734856
AZ,2017,7,641,0.2900000000000009,719895
AZ,2017,8,6174,-0.3300000000000001,-222125
AZ,2017,9,-23259,-0.16000000000000014,-1247727
AZ,2017,10,35741,-0.20000000000000107,-1227805
CA,2007,2,-777973,-0.4399999999999995,-2962525
CA,2007,3,725009,-0.08999999999999986,1146907
CA,2007,4,-270329,-0.15000000000000036,-728833
CA,2007,5,381385,0.5,1592982
CA,2007,6,-246739,1.42,862504
CA,2007,7,95574,0.4199999999999999,2964407
CA,2007,8,151303,-0.08999999999999986,914384
CA,2007,9,-328361,-0.14000000000000054,-945227
CA,2007,10,576726,-1.2400000000000002,-2307313
CA,2007,11,-625475,-0.3200000000000003,-2442153
CA,2007,12,138908,-0.3199999999999985,799536
CA,2008,1,1349632,-0.4199999999999999,1595170
CA,2008,2,-835335,0.0,-2649629
CA,2008,3,318104,-0.08999999999999986,-43139
CA,2008,4,-15935,-0.23000000000000045,438539
CA,2008,5,-1555,0.7799999999999994,576459
CA,2008,6,54931,1.66,1362324
CA,2008,7,253488,-0.05000000000000071,3983994
CA,2008,8,-185735,0.45000000000000107,-1480622
CA,2008,9,-86994,-0.75,774647
CA,2008,10,533119,-0.8499999999999996,-2060704
CA,2008,11,-1190692,0.009999999999999787,-4144608
CA,2008,12,1156399,-0.8399999999999999,3070571
CA,2009,1,-710032,0.6899999999999995,-1500152
CA,2009,2,-275416,-0.07000000000000027,-1855249
CA,2009,3,525788,-0.07000000000000027,783388
CA,2009,4,179251,-0.01999999999999957,108092
CA,2009,5,-382085,0.9900000000000002,-112005
CA,2009,6,404094,0.9700000000000006,2156223
CA,2009,7,47774,0.8699999999999992,2386155
CA,2009,8,-229611,-0.08999999999999986,267286
CA,2009,9,-14534,-0.1899999999999995,181448
CA,2009,10,234712,-1.4900000000000002,-2139044
CA,2009,11,-732873,-1.870000000000001,-3564832
CA,2009,12,982709,0.8500000000000014,2783616
CA,2010,1,-860982,0.0799999999999983,-1686638
CA,2010,2,-97134,-0.4599999999999991,-1218001
CA,2010,3,667504,0.34999999999999964,1823082
CA,2010,4,118716,-0.39000000000000057,-605578
CA,2010,5,-377236,0.870000000000001,-1237894
CA,2010,6,4344,1.25,3018951
CA,2010,7,148290,0.4800000000000004,1579710
CA,2010,8,38037,-0.1100000000000012,917371
CA,2010,9,-19247,0.040000000000000924,-537739
CA,2010,10,147892,-1.2300000000000004,-1489733
CA,2010,11,-526810,-0.6999999999999993,-2391665
CA,2010,12,867183,-0.22000000000000064,2184658
CA,2011,1,-982062,0.23000000000000045,-1289038
CA,2011,2,-77744,-0.1899999999999995,-1871514
CA,2011,3,1069111,-0.3000000000000007,2376698
CA,2011,4,-786807,0.17999999999999972,-2105009
CA,2011,5,287598,0.5500000000000007,780665
CA,2011,6,255147,1.3200000000000005,1597558
CA,2011,7,-307585,0.6799999999999997,1566454
CA,2011,8,417622,-0.41000000000000014,2715611
CA,2011,9,-318319,-0.2599999999999998,-929063
CA,2011,10,-25332,-0.7300000000000004,-3068798
CA,2011,11,-229551,-0.7200000000000006,-1633289
CA,2011,12,477688,-0.4900000000000002,1368694
CA,2012,1,-221446,0.7100000000000009,-920626
CA,2012,2,-230561,-0.27999999999999936,-1837168
CA,2012,3,512180,-0.15000000000000036,1127448
