Year,Month,State,Temp,Count,price,Megawatthours
2007,2,MT,22.00,447185.00,6.81,1322848.00
2007,2,NC,39.10,3431975.00,7.55,11103299.00
2007,2,ND,7.70,323851.00,5.80,1106080.00
2007,2,NE,23.10,682521.00,5.61,2341324.00
2007,2,NH,15.00,680448.00,13.98,956719.00
2007,2,NJ,27.10,3795180.00,11.67,6256595.00
2007,2,NM,39.20,738669.00,7.37,1662176.00
2007,2,NV,36.80,1162634.00,9.48,2275458.00
2007,2,NY,16.20,7667674.00,14.44,12033235.00
2007,2,OH,19.40,4746623.00,7.55,13578228.00
2007,2,OK,39.30,1341574.00,6.66,4168121.00
2007,2,OR,36.50,1446201.00,6.88,4314556.00
2007,2,PA,20.10,5583107.00,8.80,12937803.00
2007,2,RI,25.40,479914.00,12.74,644808.00
2007,2,SC,45.20,1626695.00,7.16,6594608.00
2007,2,SD,15.20,320800.00,6.47,948943.00
2007,2,TN,35.90,2078406.00,6.90,9228785.00
2007,2,TX,49.40,7889234.00,9.99,26280458.00
2007,2,UT,34.30,885782.00,6.06,2067897.00
2007,2,VA,31.90,3008798.00,6.84,9834008.00
2007,2,VT,12.80,307472.00,11.94,501505.00
2007,2,WA,35.60,2412613.00,6.30,8076286.00
2007,2,WI,11.70,2367197.00,8.40,5818193.00
2007,2,WV,24.20,991482.00,5.20,3134705.00
2007,2,WY,24.80,258027.00,5.28,1291005.00
2007,3,AK,-0.20,269698.00,13.29,555841.00
2007,3,AL,60.00,1690169.00,7.14,6917584.00
2007,3,AR,59.50,1065666.00,7.00,3560249.00
2007,3,AZ,54.50,2608968.00,7.72,5177652.00
2007,3,CA,54.40,14034194.00,11.89,20314464.00
2007,3,CO,40.50,1939305.00,7.86,3971190.00
2007,3,CT,35.10,1577029.00,16.73,2821310.00
2007,3,DC,46.30,239256.00,11.49,894891.00
2007,3,DE,45.20,407351.00,10.89,1029250.00
2007,3,FL,66.30,7648917.00,10.32,16337005.00
2007,3,GA,60.00,2721269.00,7.41,10328602.00
2007,3,HI,-99.00,467724.00,18.72,878672.00
2007,3,IA,41.80,1111241.00,6.43,3587890.00
2007,3,ID,38.90,693981.00,4.91,1688593.00
2007,3,IL,48.00,5092553.00,8.12,11533737.00
2007,3,IN,47.00,2300171.00,6.31,8742375.00
2007,3,KS,52.30,1097576.00,6.51,2886253.00
2007,3,KY,53.30,1438711.00,5.47,7432994.00
2007,3,LA,63.40,1594434.00,8.30,5794018.00
2007,3,MA,34.00,2720558.00,15.27,4749249.00
2007,3,MD,44.90,2161788.00,10.38,5244928.00
2007,3,ME,25.80,838871.00,15.50,1025393.00
2007,3,MI,34.80,4336267.00,8.59,8600822.00
2007,3,MN,31.70,1809773.00,7.10,5393622.00
2007,3,MO,53.00,2133629.00,5.79,6355599.00
2007,3,MS,61.30,875745.00,7.72,3565633.00
2007,3,MT,38.90,448092.00,7.13,1258835.00
2007,3,NC,53.80,3437757.00,7.65,10046546.00
2007,3,ND,32.60,324087.00,6.39,1014916.00
2007,3,NE,45.60,691445.00,6.11,2243313.00
2007,3,NH,28.10,681375.00,14.07,932431.00
2007,3,NJ,40.90,3805722.00,11.45,6480389.00
2007,3,NM,47.60,739954.00,7.04,1689087.00
2007,3,NV,45.90,1169040.00,9.28,2548012.00
2007,3,NY,30.20,7674851.00,14.71,11872331.00
2007,3,OH,43.90,4786443.00,7.59,13213103.00
2007,3,OK,58.30,1342660.00,6.49,4014973.00
2007,3,OR,43.50,1448552.00,6.84,4131638.00
2007,3,PA,37.40,5592978.00,8.86,13129921.00
2007,3,RI,36.70,481065.00,12.62,659538.00
2007,3,SC,58.50,1630310.00,6.84,6190500.00
2007,3,SD,40.20,322995.00,6.72,870280.00
2007,3,TN,56.40,2083526.00,6.90,8364865.00
2007,3,TX,61.90,7910179.00,10.10,24998018.00
2007,3,UT,43.00,887324.00,6.03,2044207.00
2007,3,VA,49.20,3008780.00,6.89,8631721.00
2007,3,VT,25.80,307641.00,12.04,502111.00
2007,3,WA,41.50,2443166.00,6.30,7583950.00
2007,3,WI,34.60,2359026.00,8.07,5741482.00
2007,3,WV,46.50,991716.00,5.17,2836149.00
2007,3,WY,37.60,259276.00,5.40,1274216.00
2007,4,AK,29.90,270488.00,12.68,526083.00
2007,4,AL,60.00,1690608.00,7.32,6567213.00
2007,4,AR,57.40,1066137.00,6.32,3311107.00
2007,4,AZ,59.30,2596368.00,7.88,5139916.00
2007,4,CA,56.30,13763865.00,11.74,19585631.00
2007,4,CO,43.30,1941761.00,7.87,3776422.00
2007,4,CT,44.80,1577087.00,16.64,2514365.00
2007,4,DC,52.20,238667.00,11.01,875980.00
2007,4,DE,51.00,407975.00,11.01,898005.00
2007,4,FL,68.40,7659414.00,10.32,16360061.00
2007,4,GA,60.90,2723356.00,7.78,9630406.00
2007,4,HI,66.30,468098.00,19.65,824903.00
2007,4,IA,46.70,1110721.00,6.53,3371157.00
2007,4,ID,43.00,695058.00,4.65,1666162.00
2007,4,IL,50.20,5077819.00,8.05,11001136.00
2007,4,IN,49.40,2296300.00,6.52,8216581.00
2007,4,KS,50.90,1028230.00,6.65,2860468.00
2007,4,KY,53.50,1436749.00,5.75,6992116.00
2007,4,LA,63.90,1585515.00,8.55,5736985.00
2007,4,MA,43.30,2654413.00,15.04,4244987.00
2007,4,MD,51.10,2158375.00,10.46,4753488.00
2007,4,ME,37.00,811998.00,14.24,915907.00
2007,4,MI,41.80,4332365.00,8.45,8118264.00
2007,4,MN,41.20,1810825.00,7.46,5045626.00
2007,4,MO,52.30,2131839.00,5.99,5916024.00
2007,4,MS,61.00,876345.00,8.00,3415531.00
2007,4,MT,40.90,448703.00,6.93,1223059.00
2007,4,NC,57.30,3443266.00,7.52,9358710.00
2007,4,ND,40.70,324464.00,6.10,949686.00
2007,4,NE,46.40,683068.00,5.85,2016995.00
2007,4,NH,39.20,681730.00,13.94,855846.00
2007,4,NJ,48.60,3781517.00,11.36,5993219.00
2007,4,NM,51.60,739521.00,7.19,1688238.00
2007,4,NV,49.20,1172687.00,9.26,2443374.00
2007,4,NY,41.20,7670098.00,14.73,11041362.00
2007,4,OH,48.40,4766444.00,7.73,12108463.00
2007,4,OK,55.50,1341715.00,6.86,3855011.00
2007,4,OR,44.70,1449871.00,6.79,3759233.00
2007,4,PA,44.80,5591806.00,8.98,11628766.00
2007,4,RI,44.80,481166.00,13.10,574891.00
2007,4,SC,60.90,1632529.00,6.77,5974229.00
2007,4,SD,42.90,320100.00,6.71,798162.00
2007,4,TN,55.20,2084350.00,7.01,7733164.00
2007,4,TX,61.70,7897536.00,10.05,24502029.00
2007,4,UT,48.30,888437.00,6.05,1963987.00
2007,4,VA,53.40,3007341.00,6.85,8102935.00
2007,4,VT,38.70,308088.00,12.03,448141.00
2007,4,WA,44.90,2429653.00,6.21,6905711.00
2007,4,WI,42.80,2376847.00,8.16,5278173.00
2007,4,WV,49.60,990523.00,5.16,2624080.00
2007,4,WY,40.50,259353.00,5.14,1248518.00
2007,5,AK,39.40,271596.00,12.91,482268.00
2007,5,AL,71.20,1691928.00,7.48,7375902.00
2007,5,AR,71.00,1069253.00,6.45,3450736.00
2007,5,AZ,68.40,2592559.00,8.80,6385790.00
2007,5,CA,64.10,14145250.00,12.24,21178613.00
2007,5,CO,53.50,1943267.00,7.88,4004563.00
2007,5,CT,59.60,1575278.00,16.53,2661660.00
2007,5,DC,66.10,238705.00,11.05,992734.00
2007,5,DE,64.30,408637.00,11.05,850658.00
2007,5,FL,74.90,7675756.00,10.26,17965101.00
2007,5,GA,70.50,2726284.00,7.41,10731021.00
2007,5,HI,68.10,468621.00,20.17,897563.00
2007,5,IA,64.70,1110552.00,6.57,3540801.00
2007,5,ID,52.00,696459.00,4.64,2004753.00
2007,5,IL,67.60,5089712.00,8.26,11681503.00
2007,5,IN,66.20,2293769.00,6.51,8517467.00
2007,5,KS,65.90,1033177.00,6.89,3116223.00
2007,5,KY,67.80,1438419.00,5.64,7275466.00
2007,5,LA,73.90,1598307.00,8.75,6081840.00
2007,5,MA,58.40,2641742.00,14.32,4428465.00
2007,5,MD,64.60,2159418.00,10.69,4880859.00
2007,5,ME,51.20,813575.00,14.35,924391.00
2007,5,MI,57.80,4328978.00,8.46,8548464.00
2007,5,MN,58.70,1810854.00,7.10,5223247.00
2007,5,MO,68.30,2130305.00,6.71,6471169.00
2007,5,MS,72.20,878057.00,8.13,3640071.00
2007,5,MT,52.10,450224.00,7.11,1167879.00
2007,5,NC,66.00,3448105.00,7.56,9958022.00
2007,5,ND,55.80,325032.00,6.36,864447.00
2007,5,NE,62.10,684276.00,6.09,2148722.00
2007,5,NH,54.30,683749.00,13.89,871684.00
2007,5,NJ,62.80,3798791.00,11.95,6317904.00
2007,5,NM,60.00,740875.00,7.28,1738654.00
2007,5,NV,58.80,1173970.00,9.31,3039217.00
2007,5,NY,56.20,7664659.00,15.22,11294645.00
2007,5,OH,63.90,4767053.00,7.92,12771364.00
2007,5,OK,68.90,1343549.00,7.00,4229353.00
2007,5,OR,53.10,1454586.00,6.71,3729374.00
2007,5,PA,60.10,5689182.00,9.21,11535339.00
2007,5,RI,59.00,480825.00,12.60,619536.00
2007,5,SC,69.10,1635595.00,6.85,6399262.00
2007,5,SD,60.00,324310.00,6.81,784686.00
2007,5,TN,68.70,2099370.00,7.07,7802223.00
2007,5,TX,71.40,7894143.00,10.10,26883068.00
2007,5,UT,57.70,890844.00,6.42,2268695.00
2007,5,VA,64.40,3010953.00,6.97,8501729.00
2007,5,VT,53.30,308833.00,12.07,457487.00
2007,5,WA,52.90,2445441.00,6.11,6648580.00
2007,5,WI,59.10,2367264.00,8.39,5632319.00
2007,5,WV,62.90,990091.00,5.22,2596706.00
2007,5,WY,51.10,259748.00,5.37,1228039.00
2007,6,AK,51.00,272087.00,13.00,476178.00
2007,6,AL,78.80,1695414.00,7.97,8159604.00
2007,6,AR,77.10,1075710.00,6.81,4014591.00
2007,6,AZ,77.30,2595129.00,8.84,7211114.00
2007,6,CA,70.50,13898511.00,13.66,22041117.00
2007,6,CO,62.80,1944802.00,8.22,4311129.00
2007,6,CT,66.60,1574485.00,16.51,2871706.00
2007,6,DC,74.00,238935.00,12.14,1086665.00
2007,6,DE,72.90,409080.00,11.50,980814.00
2007,6,FL,80.00,7663142.00,10.33,20140005.00
2007,6,GA,77.70,2730894.00,8.29,12489768.00
2007,6,HI,-99.00,468385.00,20.80,892637.00
2007,6,IA,70.40,1110393.00,7.13,3864067.00
2007,6,ID,59.60,697425.00,5.16,2268834.00
2007,6,IL,72.70,5074907.00,8.59,12873831.00
2007,6,IN,72.10,2294876.00,6.49,9307185.00
2007,6,KS,72.30,1030993.00,7.49,3503835.00
2007,6,KY,73.70,1439952.00,6.34,7254462.00
2007,6,LA,80.10,1597698.00,8.35,7033980.00
2007,6,MA,65.60,2649663.00,15.41,4747643.00
2007,6,MD,72.60,2163532.00,12.40,5580131.00
2007,6,ME,61.10,814645.00,14.03,982951.00
2007,6,MI,67.10,4409363.00,8.83,9894436.00
2007,6,MN,67.20,1810608.00,8.17,5761750.00
2007,6,MO,73.40,2133160.00,7.72,7249347.00
2007,6,MS,79.20,880493.00,8.28,4182456.00
2007,6,MT,60.70,451736.00,7.21,1218208.00
2007,6,NC,74.10,3455402.00,7.71,11407821.00
2007,6,ND,65.30,325381.00,6.77,883144.00
2007,6,NE,69.20,692859.00,6.77,2339874.00
2007,6,NH,62.50,685547.00,13.98,911579.00
2007,6,NJ,70.60,3803452.00,14.43,7297539.00
2007,6,NM,69.80,741478.00,7.55,1922152.00
2007,6,NV,67.60,1178415.00,10.09,3476326.00
2007,6,NY,65.70,7664409.00,15.92,12511957.00
2007,6,OH,70.60,4760654.00,8.15,13741249.00
2007,6,OK,74.90,1344641.00,7.62,4962908.00
2007,6,OR,58.60,1455315.00,6.88,3785065.00
2007,6,PA,67.80,5590521.00,9.31,12552067.00
2007,6,RI,66.50,480200.00,13.20,670795.00
2007,6,SC,77.20,1638425.00,7.23,7282388.00
2007,6,SD,68.20,323319.00,7.08,828054.00
2007,6,TN,75.20,2091376.00,7.12,8852741.00
2007,6,TX,77.90,7845627.00,10.41,30251814.00
2007,6,UT,68.20,890613.00,6.96,2407648.00
2007,6,VA,71.90,3013683.00,7.30,9502027.00
2007,6,VT,62.90,310602.00,12.07,474557.00
2007,6,WA,57.50,2439539.00,6.16,6378273.00
2007,6,WI,66.90,2376055.00,8.83,6059249.00
2007,6,WV,69.20,989652.00,5.20,2867494.00
2007,6,WY,61.00,260204.00,5.30,1241429.00
2007,7,AK,55.50,272653.00,13.46,492047.00
2007,7,AL,79.20,1696273.00,7.80,8825467.00
2007,7,AR,77.60,1077288.00,7.41,4450818.00
2007,7,AZ,82.00,2597131.00,9.37,8462077.00
2007,7,CA,76.90,13994085.00,14.08,25005524.00
2007,7,CO,69.70,1946731.00,7.58,4988141.00
2007,7,CT,70.90,1575085.00,16.70,3170940.00
2007,7,DC,77.30,239791.00,12.61,1182945.00
2007,7,DE,76.10,408845.00,11.75,1086899.00
2007,7,FL,82.40,7588907.00,10.40,22421339.00
2007,7,GA,78.90,2735035.00,8.31,13231046.00
2007,7,HI,70.40,468724.00,21.72,926897.00
2007,7,IA,73.70,1110610.00,7.70,4330925.00
2007,7,ID,72.00,698149.00,5.28,2557883.00
2007,7,IL,73.30,5098837.00,8.56,13677722.00
2007,7,IN,71.90,2293790.00,6.72,9680522.00
2007,7,KS,78.00,1035809.00,7.59,4008593.00
2007,7,KY,74.60,1440662.00,6.37,7772758.00
2007,7,LA,80.20,1592756.00,8.66,7520143.00
2007,7,MA,70.10,2652334.00,15.15,5201079.00
2007,7,MD,75.40,2153290.00,12.62,6136372.00
2007,7,ME,64.60,818745.00,14.25,1025518.00
2007,7,MI,68.00,4405552.00,8.76,10002112.00
2007,7,MN,70.60,1810065.00,8.27,6507237.00
2007,7,MO,75.90,2136296.00,7.81,8181600.00
2007,7,MS,79.10,880365.00,8.21,4615240.00
2007,7,MT,73.30,452637.00,7.32,1376639.00
2007,7,NC,75.80,3461129.00,8.22,12384988.00
2007,7,ND,73.10,325946.00,6.91,988990.00
2007,7,NE,76.10,693720.00,7.16,2785352.00
2007,7,NH,65.60,687470.00,14.11,994076.00
2007,7,NJ,73.70,3798915.00,15.09,8051207.00
2007,7,NM,73.30,742760.00,7.61,2157081.00
2007,7,NV,76.90,1180272.00,11.08,4197139.00
2007,7,NY,66.70,7673965.00,15.98,13993053.00
2007,7,OH,70.60,4763378.00,8.44,14218343.00
2007,7,OK,78.70,1345685.00,7.90,5520603.00
2007,7,OR,69.60,1456137.00,7.13,4028925.00
2007,7,PA,68.80,5596920.00,9.50,13271675.00
2007,7,RI,71.60,479630.00,13.37,735079.00
2007,7,SC,78.50,1640669.00,7.52,7820079.00
2007,7,SD,76.50,323575.00,7.24,968373.00
2007,7,TN,76.20,2094641.00,7.11,9872443.00
2007,7,TX,79.00,7914607.00,10.37,32679289.00
2007,7,UT,76.20,892429.00,7.18,2890938.00
2007,7,VA,73.80,3018271.00,7.43,10358394.00
2007,7,VT,64.60,309958.00,12.04,504956.00
2007,7,WA,68.10,2438576.00,6.47,6735192.00
2007,7,WI,69.50,2375922.00,8.86,6601805.00
2007,7,WV,69.70,987869.00,5.42,2743482.00
2007,7,WY,70.70,260960.00,5.34,1302370.00
2007,8,AK,53.20,273153.00,13.44,510676.00
2007,8,AL,84.40,1702153.00,8.45,9505243.00
2007,8,AR,83.70,1081283.00,7.50,4838387.00
2007,8,AZ,80.50,2600990.00,9.30,8540643.00
2007,8,CA,76.10,14145388.00,13.99,25919908.00
2007,8,CO,68.80,1951177.00,7.45,4989533.00
2007,8,CT,70.30,1579266.00,16.14,3323599.00
2007,8,DC,78.70,239401.00,12.76,1183885.00
2007,8,DE,76.60,408391.00,11.88,1142590.00
2007,8,FL,83.70,7790032.00,10.43,23677372.00
2007,8,GA,83.20,2740372.00,9.13,14765144.00
2007,8,HI,69.70,470235.00,22.39,948213.00
2007,8,IA,74.20,1111912.00,7.71,4484557.00
2007,8,ID,65.40,700492.00,5.49,2294606.00
2007,8,IL,78.20,5076020.00,8.90,14587244.00
2007,8,IN,76.90,2293795.00,6.83,10639175.00
2007,8,KS,81.50,1032515.00,7.38,4473683.00
2007,8,KY,80.90,1442792.00,6.39,8508861.00
2007,8,LA,84.10,1601118.00,8.62,7947877.00
2007,8,MA,69.40,2649970.00,15.32,5465428.00
2007,8,MD,76.30,2154143.00,12.69,6436342.00
2007,8,ME,63.50,818943.00,14.34,1064726.00
2007,8,MI,68.80,4403598.00,9.03,10708773.00
2007,8,MN,66.50,1813985.00,7.87,6474460.00
2007,8,MO,81.30,2139079.00,7.85,9118872.00
2007,8,MS,84.20,882939.00,8.44,4870495.00
2007,8,MT,65.80,454181.00,7.30,1417516.00
2007,8,NC,80.60,3467751.00,8.18,13780121.00
2007,8,ND,66.00,326445.00,6.76,966379.00
2007,8,NE,75.60,694228.00,7.03,2816424.00
2007,8,NH,65.60,689900.00,14.10,1037531.00
2007,8,NJ,73.40,3798890.00,15.29,8355884.00
2007,8,NM,73.70,743980.00,7.77,2198998.00
2007,8,NV,72.90,1183181.00,10.69,3852678.00
2007,8,NY,67.80,7676064.00,16.33,14038983.00
2007,8,OH,75.00,4765052.00,8.44,15837250.00
2007,8,OK,82.60,1348575.00,8.04,6079036.00
2007,8,OR,64.80,1457313.00,7.06,4082970.00
2007,8,PA,70.60,5611873.00,9.39,14020374.00
2007,8,RI,71.00,479334.00,12.43,850237.00
2007,8,SC,84.00,1643460.00,7.62,8485224.00
2007,8,SD,71.40,324483.00,7.19,987920.00
2007,8,TN,82.60,2102136.00,7.13,10448900.00
2007,8,TX,81.80,7924912.00,10.28,35330836.00
2007,8,UT,72.80,895093.00,6.91,2780520.00
2007,8,VA,77.50,3024285.00,7.55,11076073.00
2007,8,VT,64.60,310534.00,12.12,510318.00
2007,8,WA,63.30,2462975.00,6.21,6772444.00
2007,8,WI,68.40,2374120.00,8.85,6726523.00
2007,8,WV,75.00,991936.00,5.61,3158749.00
2007,8,WY,66.40,261418.00,5.29,1332647.00
2007,9,AK,43.50,273480.00,13.18,496463.00
2007,9,AL,76.00,1702108.00,7.71,8604495.00
2007,9,AR,74.10,1075618.00,7.32,4626909.00
2007,9,AZ,73.80,2606558.00,9.12,8019524.00
2007,9,CA,67.50,13817027.00,13.85,24974681.00
2007,9,CO,59.70,1948221.00,7.60,4419940.00
2007,9,CT,64.60,1584183.00,16.00,2736996.00
2007,9,DC,71.20,239184.00,12.30,1032513.00
2007,9,DE,70.00,409532.00,11.70,1107939.00
2007,9,FL,80.50,7608580.00,10.40,23214150.00
2007,9,GA,75.80,2739647.00,8.14,12850472.00
2007,9,HI,69.30,469924.00,20.86,910458.00
2007,9,IA,64.70,1112343.00,7.17,3748838.00
2007,9,ID,54.90,702268.00,5.37,1833667.00
2007,9,IL,69.80,5099844.00,8.66,12249862.00
2007,9,IN,69.00,2296523.00,6.80,9363617.00
2007,9,KS,70.50,1032125.00,7.01,3574855.00
2007,9,KY,71.90,1442427.00,5.80,8079931.00
2007,9,LA,78.60,1600103.00,8.25,7921552.00
2007,9,MA,63.30,2651059.00,15.45,4737142.00
2007,9,MD,69.60,2157637.00,12.28,5455987.00
2007,9,ME,57.20,816521.00,14.47,940244.00
2007,9,MI,61.80,4402661.00,8.19,9017849.00
2007,9,MN,59.20,1812565.00,7.34,5950292.00
2007,9,MO,70.50,2140324.00,6.78,7903734.00
2007,9,MS,76.70,881460.00,8.14,4810668.00
2007,9,MT,55.00,454249.00,7.25,1206362.00
2007,9,NC,72.40,3472936.00,8.22,12196816.00
2007,9,ND,58.10,326743.00,6.86,883794.00
2007,9,NE,64.70,694892.00,6.93,2318789.00
2007,9,NH,59.00,689042.00,13.61,926809.00
2007,9,NJ,68.00,3866462.00,14.28,7049993.00
2007,9,NM,67.00,744832.00,7.52,2029181.00
2007,9,NV,61.40,1186949.00,10.62,3331943.00
2007,9,NY,62.00,7666195.00,15.51,13258709.00
2007,9,OH,67.40,4721825.00,8.07,13483285.00
2007,9,OK,74.10,1348001.00,8.02,4927323.00
2007,9,OR,56.60,1458842.00,7.19,3746653.00
2007,9,PA,64.40,5611087.00,9.15,12562637.00
2007,9,RI,65.00,479095.00,14.46,632726.00
2007,9,SC,75.70,1645073.00,7.48,7486891.00
2007,9,SD,62.60,324391.00,7.25,852788.00
2007,9,TN,73.00,2100444.00,6.98,10664872.00
2007,9,TX,77.10,7908387.00,10.30,33193019.00
2007,9,UT,61.70,897173.00,6.91,2295146.00
2007,9,VA,69.40,3026053.00,7.39,9339616.00
2007,9,VT,58.80,310866.00,12.05,467318.00
2007,9,WA,56.70,2430173.00,6.37,6275091.00
2007,9,WI,61.10,2377871.00,8.63,5993388.00
2007,9,WV,67.20,993072.00,5.46,2578782.00
2007,9,WY,55.60,261747.00,5.30,1239860.00
2007,10,AK,25.30,273755.00,14.20,495542.00
2007,10,AL,66.50,1702081.00,7.58,7407428.00
2007,10,AR,64.00,1079814.00,6.88,3954109.00
2007,10,AZ,62.40,2613733.00,8.93,6302185.00
2007,10,CA,58.60,14393753.00,12.61,22667368.00
2007,10,CO,48.30,1952068.00,7.91,4176556.00
2007,10,CT,57.80,1585193.00,15.97,2742470.00
2007,10,DC,63.60,240553.00,12.42,975821.00
2007,10,DE,64.10,409564.00,11.59,919366.00
2007,10,FL,76.20,7680341.00,10.42,20563468.00
2007,10,GA,67.80,2738319.00,7.51,11084967.00
2007,10,HI,68.40,470655.00,23.11,927130.00
2007,10,IA,55.90,1113002.00,6.57,3725636.00
2007,10,ID,43.10,702885.00,5.18,1718336.00
2007,10,IL,59.90,5106347.00,8.67,11243728.00
2007,10,IN,60.20,2292019.00,6.58,8862154.00
2007,10,KS,59.10,1029245.00,6.67,3065986.00
2007,10,KY,62.40,1442621.00,5.63,7699066.00
2007,10,LA,69.10,1606678.00,8.60,6961536.00
2007,10,MA,56.00,2651077.00,14.88,4616246.00
2007,10,MD,63.30,2160520.00,12.12,5007359.00
2007,10,ME,49.60,817852.00,14.45,958278.00
2007,10,MI,54.40,4401852.00,8.16,9003410.00
2007,10,MN,49.40,1816876.00,7.08,5617678.00
2007,10,MO,60.00,2138390.00,5.95,6545282.00
2007,10,MS,66.50,882795.00,8.06,4119030.00
2007,10,MT,44.60,454780.00,7.37,1203105.00
2007,10,NC,65.40,3477624.00,8.06,10642248.00
2007,10,ND,46.30,327367.00,6.63,921051.00
2007,10,NE,53.60,686969.00,6.26,2116693.00
2007,10,NH,51.40,689639.00,14.06,874774.00
2007,10,NJ,62.10,3795369.00,12.56,6632650.00
2007,10,NM,56.50,746189.00,7.65,1783578.00
2007,10,NV,49.90,1180775.00,10.06,2551906.00
2007,10,NY,54.90,7669568.00,15.26,12187344.00
2007,10,OH,59.90,4752500.00,7.77,12984080.00
2007,10,OK,64.10,1350033.00,7.66,4326697.00
2007,10,OR,46.20,1461413.00,7.25,3722606.00
2007,10,PA,57.80,5610993.00,9.05,11929842.00
2007,10,RI,58.00,478689.00,13.15,656062.00
2007,10,SC,68.40,1647067.00,7.14,6596083.00
2007,10,SD,50.20,322518.00,7.08,799042.00
2007,10,TN,63.20,2100795.00,7.26,8805065.00
2007,10,TX,68.60,7935269.00,10.14,30043795.00
2007,10,UT,48.90,897880.00,6.53,2071599.00
2007,10,VA,62.50,3027162.00,7.10,8736744.00
2007,10,VT,51.10,311027.00,12.13,464531.00
