State,Year,Month,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,Temp,Count,price,Megawatthours
NV,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0712519853882,-1.95610331814e-07,-0.0607994273958,-9.788196606e-08
NY,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0774248467584,5.78306258033e-07,0.272282776397,1.75087573293e-07
OH,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0555392473549,2.33018886802e-07,-0.187164634608,2.21541117936e-07
OK,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0496469705924,-1.75203474887e-07,-0.27301056342,-4.17658288599e-08
OR,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0633956163715,-1.62832486089e-07,-0.240732494187,-3.33548058547e-08
PA,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0603091856864,3.32398570831e-07,-0.109559914961,1.97301819902e-07
RI,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0561004165704,-2.77212512604e-07,0.183003010432,-1.56408158009e-07
SC,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0123292177635,-1.41520651684e-07,-0.230430982729,1.80740558926e-08
SD,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0917346617529,-2.96250583686e-07,-0.267516423976,-1.4712347472e-07
TN,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0353371555979,-8.82931596583e-08,-0.236611889604,7.07760565683e-08
TX,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0288837096199,6.00241560878e-07,-0.0298948930233,6.34784701192e-07
UT,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.085281215775,-2.29235075258e-07,-0.309409237237,-1.06925566328e-07
VA,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0361789094211,2.20842231786e-08,-0.242792796478,1.04518747352e-07
VT,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0934181693993,-2.97594241145e-07,0.0999041513412,-1.59546746463e-07
WA,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0678849700953,-4.62959225402e-08,-0.270263493698,7.23272135628e-08
WI,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0911734925374,-5.27031867969e-08,-0.143898286486,-3.19386661985e-09
WV,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0485246321615,-2.16569420577e-07,-0.357482957372,-8.51852715913e-08
WY,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.101835707631,-3.03466223373e-07,-0.35542265508,-1.34839355615e-07
AK,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.131016506836,-3.02154569046e-07,0.158966150364,-1.59059468104e-07
AL,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022430263642,-1.33912795825e-07,-0.209827959814,3.37458595968e-08
AR,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0333730633437,-2.07964607865e-07,-0.242792796478,-6.40021043798e-08
AZ,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017099156095,-2.54777660914e-08,-0.19059847176,-2.94271400928e-08
CA,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017099156095,1.2434771507e-06,0.110892430229,3.75527139225e-07
CO,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0704102315649,-1.04498242302e-07,-0.182357262594,-6.39791276801e-08
CT,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0827559543054,-1.47958496712e-07,0.465264424367,-9.59719704585e-08
DC,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0678849700953,-3.05690322576e-07,0.0332877105827,-1.4694844971e-07
DE,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.065079124018,-2.85885006016e-07,0.0346612454437,-1.45760697942e-07
FL,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014887489187,5.72202075297e-07,-0.00791833524732,3.11624859088e-07
GA,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017099156095,-1.13577468179e-08,-0.192658774052,1.36216856515e-07
HI,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0345284117285,-2.78705992137e-07,0.639703351714,-1.53089805601e-07
IA,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104641553709,-2.02360029592e-07,-0.261335517102,-7.1858699622e-08
ID,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0617121087251,-2.51899812472e-07,-0.386327189453,-1.24227538153e-07
IL,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0872453080291,2.66848213236e-07,-0.141151216764,1.56436581989e-07
IN,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0914540771452,-6.12575056775e-08,-0.287432679461,9.15528521254e-08
KS,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.063956785587,-2.04149597369e-07,-0.276444400573,-8.60414121417e-08
KY,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0645179548025,-1.63714587255e-07,-0.324518120708,5.08354692748e-08
LA,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00615635639328,-1.47928864181e-07,-0.137030612181,7.12677861552e-09
MA,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.085281215775,-2.79152195133e-08,0.378044960694,-3.92278800565e-08
MD,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0687267239185,-7.81683166656e-08,-0.0127257072608,-7.42614597756e-09
ME,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.115584353411,-2.41621828562e-07,0.29013872959,-1.47110435443e-07
MI,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.105483307532,1.79835250922e-07,-0.119861426419,6.78007175659e-08
MN,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.126527153112,-1.19821697901e-07,-0.222876540994,-1.84728836433e-08
MO,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0656402932334,-8.12728576123e-08,-0.321771050986,2.7165160487e-08
MS,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0190632483492,-2.30607772597e-07,-0.185791099747,-6.48657697994e-08
MT,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0864035542059,-2.81057274161e-07,-0.244166331339,-1.36988509939e-07
NC,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038423586283,7.27302476842e-08,-0.193345541482,1.439145966e-07
ND,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.126527153112,-2.95676068186e-07,-0.31352984182,-1.4321427648e-07
NE,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0833171235208,-2.53162869449e-07,-0.326578422999,-1.07736988477e-07
NH,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.106044476747,-2.53408582391e-07,0.248245916329,-1.47504055029e-07
NJ,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0720937392114,1.15780980524e-07,0.0896026398837,4.7130188738e-09
NM,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0381430016752,-2.46507640177e-07,-0.205707355231,-1.27242713008e-07
NV,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0448770322609,-1.96255017146e-07,-0.0607994273958,-1.09628717602e-07
NY,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.102677461455,5.74788165491e-07,0.279837218132,1.70623171826e-07
OH,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0936987540071,2.28555635071e-07,-0.193345541482,2.14996722011e-07
OK,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0378624170675,-1.75045237175e-07,-0.254467842797,-5.52697809506e-08
OR,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0457187860841,-1.62643786135e-07,-0.239358959326,-5.1064039681e-08
PA,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0917346617529,3.27704185362e-07,-0.10749961267,1.96603155906e-07
RI,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0768636775429,-2.77177901809e-07,0.163086754947,-1.56462411741e-07
SC,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0213079252111,-1.41249810356e-07,-0.220129471272,1.44210478543e-08
SD,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.105483307532,-2.96037703588e-07,-0.267516423976,-1.4772738855e-07
TN,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0474022937305,-8.77084505681e-08,-0.237985424465,9.00769151014e-08
TX,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00952337168612,6.01049699248e-07,-0.0257742884403,5.79815876769e-07
UT,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0518916474543,-2.29070318389e-07,-0.295673888627,-1.15590051051e-07
VA,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05862567804,2.25710263883e-08,-0.242106029048,1.07459448979e-07
VT,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.112217338118,-2.97617473049e-07,0.108145360507,-1.60578199232e-07
WA,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0482440475538,-4.80948541967e-08,-0.279191470295,5.69761358651e-08
WI,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.115303768803,-5.34780182023e-08,-0.13497030989,-7.87826998525e-09
WV,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0802306928357,-2.16541684529e-07,-0.35473588765,-8.49503922789e-08
WY,2007,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0785471851893,-3.03478194915e-07,-0.349241748206,-1.37903068748e-07
AK,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.148693337123,-3.02094829865e-07,0.200858963625,-1.5901762179e-07
AL,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020218596734,-1.33726229413e-07,-0.221503006133,2.36972010437e-08
AR,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188156736953,-2.07748645983e-07,-0.23111775016,-7.27283964253e-08
AZ,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00478644330845,-2.48208721571e-08,-0.181670495164,-2.62751677117e-08
CA,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00450585870071,1.32941255568e-06,0.104711523355,4.08467311331e-07
CO,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0344954017747,-1.04196109022e-07,-0.172055751137,-6.09258115032e-08
CT,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0496469705924,-1.47136727378e-07,0.437106959717,-9.3951370769e-08
DC,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0182214945259,-3.05703123829e-07,0.0772408261347,-1.49279809263e-07
DE,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0213079252111,-2.85778803027e-07,0.0360347803047,-1.45420901275e-07
FL,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0378954270214,5.72564895999e-07,-0.00311096323382,2.94231210232e-07
GA,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020218596734,-1.1509820964e-08,-0.202960285509,1.21664621223e-07
HI,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.425910929567,-2.78622783992e-07,0.573773678386,-1.49745633128e-07
IA,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0308478018741,-2.02346635688e-07,-0.270263493698,-7.19345227309e-08
ID,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0389847554985,-2.51804514254e-07,-0.374652143134,-1.26483993664e-07
IL,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0134515561944,2.69558760059e-07,-0.154199797944,1.56277152414e-07
IN,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0162574022718,-6.1422618137e-08,-0.278504702864,7.61067944954e-08
KS,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00138641806176,-2.03966349801e-07,-0.264769354254,-9.20861510109e-08
KY,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00141942801561,-1.63531576747e-07,-0.336193167026,3.85002270127e-08
LA,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029758473397,-1.45073710611e-07,-0.141837984195,-8.5725971283e-09
MA,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0527334012775,-1.15940958805e-08,0.336838914864,-3.85792765458e-08
MD,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0221496790343,-7.78251719634e-08,0.00100964134918,-2.43429421532e-08
ME,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0757413391119,-2.34630684926e-07,0.352634565765,-1.45531677688e-07
MI,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0504887244157,1.79916088465e-07,-0.12192172871,7.20412685355e-08
MN,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0591868472555,-1.19549552741e-07,-0.224250075855,-2.00723204279e-08
MO,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000577674192399,-8.11628616594e-08,-0.31421660925,7.55650034104e-09
MS,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0238661966345,-2.3026000522e-07,-0.181670495164,-7.25737632365e-08
MT,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0389847554985,-2.80949767341e-07,-0.222189773563,-1.38827019283e-07
NC,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00282235105429,7.34155888476e-08,-0.186477867177,1.13563726221e-07
ND,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0566615857859,-2.95648095078e-07,-0.27301056342,-1.45832586291e-07
NE,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0201855867801,-2.52105106643e-07,-0.292240051474,-1.10551950115e-07
NH,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.069287893134,-2.53298704968e-07,0.254426823204,-1.48201627631e-07
NJ,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0333730633437,1.17030525066e-07,0.0744937564127,1.11405782803e-08
NM,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0145738946254,-2.46355328971e-07,-0.228370680438,-1.26469805552e-07
NV,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0193438329569,-1.95495713186e-07,-0.0745347760058,-1.01800728351e-07
NY,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0633956163715,5.75638856175e-07,0.298379938756,1.66001868222e-07
OH,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0249555251116,2.33275504516e-07,-0.19059847176,2.04510012679e-07
OK,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154486584024,-1.74916513463e-07,-0.266142889115,-5.96683254513e-08
OR,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0260778635426,-1.62365121819e-07,-0.242106029048,-5.6317604618e-08
PA,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0431935246145,3.28874196193e-07,-0.103379008087,2.0212095289e-07
RI,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0451576168687,-2.77041473639e-07,0.154845545781,-1.56039353259e-07
SC,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0160098276179,-1.40821323966e-07,-0.242106029048,2.81471266822e-09
SD,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0353371555979,-2.95777529971e-07,-0.250347238214,-1.49986658707e-07
TN,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101175508554,-8.71015763452e-08,-0.237985424465,6.52643771314e-08
TX,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025549704281,6.03532312646e-07,-0.0182198467048,5.42983078369e-07
UT,2007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0274807865813,-2.28887544941e-07,-0.297734190918,-1.1627044857e-07
