Year,Month,State,Megawatthours,Temp,Count,price
2007,10,CA,22667368,58.6,14393753,12.61
2007,10,CO,4176556,48.3,1952068,7.91
2007,10,CT,2742470,57.8,1585193,15.97
2007,10,DC,975821,63.6,240553,12.42
2007,10,DE,919366,64.1,409564,11.59
2007,10,FL,20563468,76.2,7680341,10.42
2007,10,GA,11084967,67.8,2738319,7.51
2007,10,HI,927130,68.4,470655,23.11
2007,10,IA,3725636,55.9,1113002,6.57
2007,10,ID,1718336,43.1,702885,5.18
2007,10,IL,11243728,59.9,5106347,8.67
2007,10,IN,8862154,60.2,2292019,6.58
2007,10,KS,3065986,59.1,1029245,6.67
2007,10,KY,7699066,62.4,1442621,5.63
2007,10,LA,6961536,69.1,1606678,8.6
2007,10,MA,4616246,56,2651077,14.88
2007,10,MD,5007359,63.3,2160520,12.12
2007,10,ME,958278,49.6,817852,14.45
2007,10,MI,9003410,54.4,4401852,8.16
2007,10,MN,5617678,49.4,1816876,7.08
2007,10,MO,6545282,60,2138390,5.95
2007,10,MS,4119030,66.5,882795,8.06
2007,10,MT,1203105,44.6,454780,7.37
2007,10,NC,10642248,65.4,3477624,8.06
2007,10,ND,921051,46.3,327367,6.63
2007,10,NE,2116693,53.6,686969,6.26
2007,10,NH,874774,51.4,689639,14.06
2007,10,NJ,6632650,62.1,3795369,12.56
2007,10,NM,1783578,56.5,746189,7.65
2007,10,NV,2551906,49.9,1180775,10.06
2007,10,NY,12187344,54.9,7669568,15.26
2007,10,OH,12984080,59.9,4752500,7.77
2007,10,OK,4326697,64.1,1350033,7.66
2007,10,OR,3722606,46.2,1461413,7.25
2007,10,PA,11929842,57.8,5610993,9.05
2007,10,RI,656062,58,478689,13.15
2007,10,SC,6596083,68.4,1647067,7.14
2007,10,SD,799042,50.2,322518,7.08
2007,10,TN,8805065,63.2,2100795,7.26
2007,10,TX,30043795,68.6,7935269,10.14
2007,10,UT,2071599,48.9,897880,6.53
2007,10,VA,8736744,62.5,3027162,7.1
2007,10,VT,464531,51.1,311027,12.13
2007,10,WA,6542025,45.6,2467668,6.51
2007,10,WI,5897537,52.6,2376236,8.37
2007,10,WV,2658808,59.4,993835,5.43
2007,10,WY,1274653,44.2,263364,5.47
2007,11,AK,541155,19.8,272901,13.27
2007,11,AL,6607394,53.6,1703556,7.35
2007,11,AR,3484287,52.5,1074234,6.91
2007,11,AZ,5371814,55.3,2623771,8.03
2007,11,CA,20225215,53.3,13768278,12.29
2007,11,CO,4088741,38,1951847,7.78
2007,11,CT,2712602,39.9,1588834,15.99
2007,11,DC,909065,46.1,240986,11.74
2007,11,DE,911001,46.4,408941,11.46
2007,11,FL,17878369,64.8,7756902,10.4
2007,11,GA,9809007,54,2739549,7.41
2007,11,HI,866369,68.3,470694,23.67
2007,11,IA,3522633,37.2,1114369,6.28
2007,11,ID,1783715,33.5,705178,5.25
2007,11,IL,11233756,42.2,5081546,8.56
2007,11,IN,8366123,41.9,2302970,6.65
2007,11,KS,3023804,44.1,1033961,6.4
2007,11,KY,7438404,46,1443806,5.71
2007,11,LA,5981197,59.7,1609479,7.81
2007,11,MA,4385580,38.7,2650361,14.62
2007,11,MD,4815622,45.6,2161467,11.66
2007,11,ME,941698,31.7,816951,14.94
2007,11,MI,8825239,35.2,4403835,8.3
2007,11,MN,5296123,30.4,1817006,7.06
2007,11,MO,6229224,45.2,2138652,5.99
2007,11,MS,3623835,55.1,881596,7.95
2007,11,MT,1234503,31.6,455218,6.96
2007,11,NC,9730599,49.5,3482018,7.77
2007,11,ND,1008112,29.2,327607,6.5
2007,11,NE,2190041,39.5,686762,5.79
2007,11,NH,891692,33.5,686723,13.64
2007,11,NJ,6171967,43.5,3804171,12.43
2007,11,NM,1724201,46.1,746930,7.55
2007,11,NV,2456220,42.3,1180821,9.38
2007,11,NY,11494562,35.9,7672342,14.71
2007,11,OH,12235700,42,4765552,7.79
2007,11,OK,4050538,50.9,1350241,7.2
2007,11,OR,3942895,39.1,1461020,7.33
2007,11,PA,11805654,39.5,5611892,8.98
2007,11,RI,620004,41.1,478915,13.47
2007,11,SC,6065333,53.6,1648603,7.07
2007,11,SD,829623,34.9,326230,6.9
2007,11,TN,7912582,48.2,2100199,7.23
2007,11,TX,25475185,57.6,7916231,9.74
2007,11,UT,2189957,40.6,899033,5.83
2007,11,VA,8337665,46.2,3032537,7.08
2007,11,VT,468511,32.4,310537,12.15
2007,11,WA,6998131,36.4,2444186,6.59
2007,11,WI,5503645,32.8,2384556,8.38
2007,11,WV,2806580,42.9,994871,5.52
2007,11,WY,1283434,33.1,263169,5.18
2007,12,AK,586929,8,272708,14.37
2007,12,AL,7149017,51.6,1704106,7.31
2007,12,AR,3658382,44,1073131,6.79
2007,12,AZ,5663934,39.9,2633712,7.92
2007,12,CA,21024751,41.2,13907186,11.97
2007,12,CO,4287654,22.4,1952997,7.6
2007,12,CT,3017888,30.2,1585523,16.09
2007,12,DC,1027542,38.4,241280,11.76
2007,12,DE,936709,39.1,407697,11.46
2007,12,FL,17441545,64.4,7685871,10.23
2007,12,GA,10525530,52.9,2741454,7.45
2007,12,HI,875144,67.1,471658,25.2
2007,12,IA,3759396,20.3,1115950,6.42
2007,12,ID,2053887,23.4,706463,5.2
2007,12,IL,12148127,30.2,5119276,8.45
2007,12,IN,9248794,32.6,2311068,6.38
2007,12,KS,3270802,29.3,1032644,6.25
2007,12,KY,8112993,40.7,1444621,5.83
2007,12,LA,5926891,55.4,1606048,8.3
2007,12,MA,5008716,28.4,2668351,14.49
2007,12,MD,5643111,38.1,2165182,11.94
2007,12,ME,1047944,18,817927,15.53
2007,12,MI,9001598,24.1,4324484,8.38
2007,12,MN,5772379,11.7,1817490,7.44
2007,12,MO,7262156,33.2,2144559,5.91
2007,12,MS,3694387,51.9,882890,7.91
2007,12,MT,1418124,21.6,455802,7.27
2007,12,NC,10335574,47.5,3485706,7.79
2007,12,ND,1184765,12.7,327751,6.36
2007,12,NE,2489968,22,689453,5.8
2007,12,NH,991613,21.6,683701,13.97
2007,12,NJ,6702760,35.6,3808232,12.75
2007,12,NM,1806045,35,748343,7.57
2007,12,NV,2786674,29.2,1188460,9.87
2007,12,NY,12262667,25.9,7692912,15.08
2007,12,OH,13793673,33.1,4762577,7.68
2007,12,OK,4420337,38.2,1353496,6.94
